uri,creators,type
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002165,'Lucebert',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002001,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002002,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002025,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002030,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002043,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002062,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002065,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002066,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002073,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002082,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002083,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002084,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002086,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002101,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002102,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002103,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002113,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002130,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002149,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002156,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002163,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002164,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002172,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002175,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002182,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002201,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002215,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002233,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002234,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002236,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002279,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002290,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002296,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002299,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002302,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002330,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002331,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002334,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002336,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002337,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002338,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002339,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002340,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002346,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002347,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002348,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002349,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002350,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002351,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002352,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002353,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002354,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002355,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002356,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002359,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002360,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002361,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002362,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002363,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000003232,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000003307,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000003308,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000008902,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000009064,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000009065,'onbekend',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002313,'Erich Wichmann',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002314,'Erich Wichmann',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002315,'Erich Wichmann',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002210,'John A. Rädecker',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002211,'John A. Rädecker',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002148,'Bart van der Leck',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002061,'James Ensor',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002062,'James Ensor',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002240,'Jan Sluijters',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002241,'Jan Sluijters',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002242,'Jan Sluijters',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002243,'Jan Sluijters',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002244,'Jan Sluijters',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002245,'Jan Sluijters',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002246,'Jan Sluijters',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002247,'Jan Sluijters',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/9000001099,'Jan Sluijters',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002132,'Harm Kamerlingh Onnes',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/5000003176,'Hans van Hoek',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002000,'Ernest Albert',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002003,'Lizzy Ansingh',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002004,'Gerard Wilhelm van Apeldoorn',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002005,'Karel Appel',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000004410,'Karel Appel',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/8000007706,'Karel Appel',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/9000000025,'Karel Appel',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/9000000772,'Karel Appel',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/9000000773,'Karel Appel',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/9000009604,'Karel Appel',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002006,'Hans van Arkel',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002007,'Floris Arntzenius',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002008,'Jan Battermann',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002009,'André Bauchant',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002010,'Marius Bauer',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002073,'Marius Bauer',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002011,'Franz Beer',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002012,'Piet Begeer',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002013,'Piet Begeer',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002014,'Frits Van den Berghe',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002015,'Frits Van den Berghe',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002016,'Gerard Bergman',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002017,'Gerard Bergman',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002018,'Nicolas Pierre Loir',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002162,'Nicolas Pierre Loir',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002018,'Pietro Berrettini da Cortona',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002162,'Pietro Berrettini da Cortona',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002019,'Herman Berserik',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002020,'Hugo Berten',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002021,'Abraham van Beijeren',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002022,'Abraham van Beijeren',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002022,'Aert van der Neer',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002022,'Jan Josephsz. van Goyen',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002023,'Karel Boonenburg',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002024,'Karel Boonenburg',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002025,'Anthonie van Borssom',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002025,'Gesina ter Borch',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002026,'Johannes Bosboom',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002027,'Tjerk Bottema',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002028,'J. Bouwhuijs',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002029,'Leonaert Bramer',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002206,'Leonaert Bramer',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002029,'Simon Johannes van Douw',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002030,'Felice (I) Boselli',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002031,'George Hendrik Breitner',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002032,'Juan Breyten',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002033,'Maurice Brianchon',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002034,'Johan Briedé',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002036,'Baldassare de Caro',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002036,'Joannes Fijt',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002070,'Joannes Fijt',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002346,'Joannes Fijt',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002037,'Hendrik Chabot',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002038,'Hendrik Chabot',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002039,'Jules Chardigny',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002040,'Giorgio de Chirico',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002041,'A.E. van Rabel',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002041,'Pieter Claesz.',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002042,'Corneille',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/9000000202,'Corneille',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002043,'Camille Corot',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002044,'Thomas Couture',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002045,'Hippolyte Daeye',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002046,'Hippolyte Daeye',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002047,'Charles-François Daubigny',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002048,'Charles-François Daubigny',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002049,'William Degouve de Nuncques',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002050,'André Derain',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002051,'Antonius Johannes Derkinderen',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002052,'Monsù Desiderio',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002053,'Tinus van Doorn',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002054,'Raoul Dufy',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002055,'Gerrit Willem Dijsselhof',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002056,'Gerrit Willem Dijsselhof',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002057,'Gerrit Willem Dijsselhof',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002058,'Gerrit Willem Dijsselhof',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002059,'Jan (I) Ekels',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002060,'Martin Engelman',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002063,'Henri Evenepoel',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002064,'Allaert van Everdingen',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002065,'Carel Fabritius',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002066,'Carel Fabritius',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002067,'Carel Fabritius',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002349,'Carel Fabritius',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002351,'Carel Fabritius',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002354,'Carel Fabritius',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000003308,'Carel Fabritius',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002065,'H. Jansen',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002067,'Nicolaes Maes',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002069,'Mathieu Ficheroux',http://vocab.getty.edu/aat/300020756
http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002070,'Adriaen de Grijef',http://vocab.getty.edu/aat/300020756
